SOC_g_kg,log_SOC,depth_bin
3.7,1.547562508716013,50-100cm
17.4,2.91235066461494,0-20cm
9.5,2.3513752571634776,0-20cm
5.0,1.791759469228055,20-50cm
4.0,1.6094379124341003,20-50cm
3.5,1.5040773967762742,50-100cm
1.7,0.9932517730102833,>100cm
24.1,3.2228678461377385,0-20cm
13.2,2.653241964607215,0-20cm
5.9,1.9315214116032138,20-50cm
3.3,1.4586150226995167,20-50cm
1.9,1.0647107369924282,50-100cm
22.8,3.169685580677429,0-20cm
9.9,2.388762789235098,0-20cm
4.9,1.7749523509116738,20-50cm
4.0,1.6094379124341003,20-50cm
3.4,1.4816045409242156,50-100cm
15.3,2.791165107812717,0-20cm
11.0,2.4849066497880004,0-20cm
2.3,1.1939224684724346,20-50cm
1.9,1.0647107369924282,50-100cm
2.4,1.2237754316221157,50-100cm
24.6,3.242592351485517,0-20cm
16.1,2.8390784635086144,0-20cm
6.7,2.0412203288596382,20-50cm
6.2,1.9740810260220096,20-50cm
6.4,2.0014800002101243,50-100cm
23.8,3.2108436531709366,0-20cm
18.8,2.9856819377004897,0-20cm
6.9,2.066862759472976,20-50cm
5.9,1.9315214116032138,20-50cm
4.6,1.7227665977411035,50-100cm
2.0,1.0986122886681098,50-100cm
18.9,2.990719731730447,0-20cm
7.5,2.1400661634962708,0-20cm
5.0,1.791759469228055,20-50cm
3.5,1.5040773967762742,20-50cm
1.1,0.7419373447293773,50-100cm
27.6,3.353406717825807,0-20cm
15.1,2.7788192719904172,20-50cm
21.1,3.095577608523707,20-50cm
13.2,2.653241964607215,20-50cm
15.2,2.785011242238338,50-100cm
4.7,1.7404661748405046,>100cm
18.2,2.954910279033736,0-20cm
13.9,2.7013612129514133,0-20cm
6.5,2.0149030205422647,20-50cm
4.3,1.667706820558076,20-50cm
4.1,1.62924053973028,50-100cm
2.0,1.0986122886681098,50-100cm
25.8,3.288401887516811,0-20cm
19.4,3.0155349008501706,0-20cm
9.8,2.379546134130174,20-50cm
4.4,1.6863989535702288,20-50cm
4.9,1.7749523509116738,50-100cm
4.8,1.7578579175523736,50-100cm
4.4,1.6863989535702288,>100cm
23.1,3.1822118404966093,0-20cm
12.9,2.631888840136646,0-20cm
4.2,1.6486586255873816,20-50cm
3.2,1.4350845252893227,20-50cm
2.5,1.252762968495368,50-100cm
2.0,1.0986122886681098,50-100cm
23.7,3.2068032436339315,0-20cm
8.5,2.2512917986064953,0-20cm
5.7,1.9021075263969205,20-50cm
3.9,1.589235205116581,20-50cm
2.2,1.1631508098056809,50-100cm
2.2,1.1631508098056809,50-100cm
2.2,1.1631508098056809,>100cm
20.8,3.0819099697950434,0-20cm
9.6,2.3608540011180215,0-20cm
4.0,1.6094379124341003,20-50cm
3.3,1.4586150226995167,20-50cm
4.0,1.6094379124341003,50-100cm
4.2,1.6486586255873816,>100cm
3.1,1.410986973710262,>100cm
25.5,3.2771447329921766,0-20cm
12.9,2.631888840136646,0-20cm
9.3,2.33214389523559,20-50cm
4.4,1.6863989535702288,20-50cm
4.1,1.62924053973028,50-100cm
3.8,1.5686159179138452,50-100cm
3.4,1.4816045409242156,50-100cm
15.0,2.772588722239781,0-20cm
10.7,2.4595888418037104,0-20cm
5.7,1.9021075263969205,20-50cm
4.6,1.7227665977411035,50-100cm
5.8,1.916922612182061,50-100cm
26.1,3.299533727885655,0-20cm
12.7,2.617395832834079,0-20cm
6.9,2.066862759472976,20-50cm
5.5,1.8718021769015913,20-50cm
6.5,2.0149030205422647,50-100cm
10.2,2.4159137783010487,50-100cm
26.0,3.295836866004329,0-20cm
22.9,3.173878458937465,0-20cm
10.4,2.4336133554004498,20-50cm
10.0,2.3978952727983707,20-50cm
3.0,1.3862943611198906,50-100cm
26.4,3.3105430133940246,0-20cm
20.2,3.054001181677967,0-20cm
15.1,2.7788192719904172,20-50cm
10.5,2.4423470353692043,20-50cm
9.7,2.3702437414678603,50-100cm
7.1,2.0918640616783932,50-100cm
11.6,2.533696813957432,0-20cm
6.3,1.9878743481543455,0-20cm
4.9,1.7749523509116738,20-50cm
3.9,1.589235205116581,20-50cm
3.2,1.4350845252893227,50-100cm
2.1,1.1314021114911006,50-100cm
1.5,0.9162907318741551,>100cm
13.5,2.6741486494265287,0-20cm
7.2,2.1041341542702074,0-20cm
3.9,1.589235205116581,20-50cm
3.5,1.5040773967762742,50-100cm
3.6,1.5260563034950494,50-100cm
37.2,3.6428355156125294,0-20cm
21.6,3.1179499062782403,0-20cm
20.5,3.068052935133617,20-50cm
10.1,2.4069451083182885,20-50cm
9.6,2.3608540011180215,50-100cm
6.3,1.9878743481543455,50-100cm
4.5,1.7047480922384253,>100cm
21.9,3.131136910560194,0-20cm
7.2,2.1041341542702074,0-20cm
10.8,2.468099531471619,20-50cm
5.7,1.9021075263969205,20-50cm
2.7,1.308332819650179,50-100cm
1.9,1.0647107369924282,50-100cm
23.0,3.1780538303479458,0-20cm
10.3,2.424802725718295,20-50cm
5.6,1.8870696490323797,20-50cm
6.2,1.9740810260220096,50-100cm
5.1,1.8082887711792655,50-100cm
2.7,1.308332819650179,>100cm
11.8,2.5494451709255714,0-20cm
9.4,2.341805806147327,0-20cm
10.7,2.4595888418037104,20-50cm
11.3,2.509599262378372,20-50cm
8.9,2.2925347571405443,50-100cm
7.5,2.1400661634962708,50-100cm
22.8,3.169685580677429,0-20cm
16.8,2.8791984572980396,0-20cm
7.2,2.1041341542702074,0-20cm
5.8,1.916922612182061,20-50cm
3.0,1.3862943611198906,20-50cm
3.0,1.3862943611198906,50-100cm
3.0,1.3862943611198906,>100cm
20.2,3.054001181677967,0-20cm
19.2,3.005682604407159,0-20cm
14.9,2.766319109226186,20-50cm
23.8,3.2108436531709366,20-50cm
7.7,2.1633230256605382,50-100cm
6.2,1.9740810260220096,50-100cm
20.9,3.086486636822455,0-20cm
17.8,2.9338568698359038,0-20cm
7.4,2.128231705849268,0-20cm
5.1,1.8082887711792655,20-50cm
5.3,1.840549633397487,50-100cm
3.8,1.5686159179138452,>100cm
22.7,3.1654750481410856,0-20cm
17.5,2.917770732084279,0-20cm
12.4,2.5952547069568657,20-50cm
12.9,2.631888840136646,20-50cm
12.4,2.5952547069568657,50-100cm
13.9,2.7013612129514133,0-20cm
11.5,2.5257286443082556,0-20cm
10.3,2.424802725718295,20-50cm
4.0,1.6094379124341003,20-50cm
1.8,1.0296194171811583,50-100cm
1.8,1.0296194171811583,50-100cm
17.6,2.9231615807191558,0-20cm
13.4,2.667228206581955,0-20cm
3.3,1.4586150226995167,20-50cm
5.4,1.8562979903656263,50-100cm
8.6,2.2617630984737906,50-100cm
7.8,2.174751721484161,>100cm
50.6,3.9435216724875173,0-20cm
29.5,3.417726683613366,0-20cm
13.1,2.6461747973841225,20-50cm
5.7,1.9021075263969205,50-100cm
5.8,1.916922612182061,50-100cm
19.53,3.0218872310308424,0-20cm
7.98,2.194999882314108,20-50cm
3.65,1.536867219599265,50-100cm
2.11,1.1346227261911428,50-100cm
29.7,3.4242626545931514,0-20cm
5.69,1.900613874140137,20-50cm
3.8,1.5686159179138452,50-100cm
2.4,1.2237754316221157,>100cm
2.52,1.2584609896100056,>100cm
7.64,2.1564025828159643,0-20cm
4.6,1.7227665977411035,0-20cm
2.87,1.3532545070416904,50-100cm
9.1,2.312535423847214,0-20cm
9.08,2.3105532626432224,0-20cm
5.01,1.7934247485471162,20-50cm
2.3,1.1939224684724346,50-100cm
6.8,2.0541237336955462,0-20cm
3.88,1.5851452198650557,20-50cm
2.94,1.3711807233098425,>100cm
2.36,1.2119409739751128,>100cm
12.84,2.6275629501895237,0-20cm
6.59,2.0268315914075385,20-50cm
4.98,1.7884205679625405,20-50cm
2.85,1.3480731482996928,50-100cm
2.23,1.172482137234565,>100cm
53.4,3.996364153861897,0-20cm
31.4,3.4781584227982836,0-20cm
16.1,2.8390784635086144,20-50cm
7.5,2.1400661634962708,20-50cm
80.8,4.404277243608702,0-20cm
34.4,3.5667118201397288,0-20cm
15.8,2.8213788864092133,20-50cm
6.3,1.9878743481543455,50-100cm
2.9,1.3609765531356006,>100cm
61.4,4.133565275375382,0-20cm
10.2,2.4159137783010487,20-50cm
4.4,1.6863989535702288,50-100cm
40.9,3.735285826928092,0-20cm
22.2,3.1441522786722644,0-20cm
21.0,3.091042453358316,20-50cm
15.4,2.797281334830153,50-100cm
6.7,2.0412203288596382,50-100cm
54.3,4.012772908528289,0-20cm
4.3,1.667706820558076,0-20cm
3.4,1.4816045409242156,20-50cm
26.1,3.299533727885655,0-20cm
8.9,2.2925347571405443,0-20cm
2.8,1.33500106673234,20-50cm
13.1,2.6461747973841225,0-20cm
7.0,2.0794415416798357,20-50cm
3.5,1.5040773967762742,50-100cm
2.3,1.1939224684724346,>100cm
34.0,3.5553480614894135,0-20cm
11.0,2.4849066497880004,20-50cm
5.6,1.8870696490323797,20-50cm
1.9,1.0647107369924282,50-100cm
11.7,2.5416019934645457,0-20cm
11.4,2.517696472610991,20-50cm
6.0,1.9459101490553132,0-20cm
1.9,1.0647107369924282,20-50cm
1.5,0.9162907318741551,50-100cm
2.1,1.1314021114911006,>100cm
14.5,2.740840023925201,0-20cm
3.2,1.4350845252893227,20-50cm
2.3,1.1939224684724346,50-100cm
1.8,1.0296194171811583,>100cm
24.3,3.2308043957334744,0-20cm
4.9,1.7749523509116738,20-50cm
5.9,1.9315214116032138,0-20cm
4.9,1.7749523509116738,20-50cm
5.0,1.791759469228055,50-100cm
3.5,1.5040773967762742,>100cm
17.7,2.928523523860541,0-20cm
5.3,1.840549633397487,20-50cm
4.2,1.6486586255873816,20-50cm
2.8,1.33500106673234,50-100cm
5.4,1.8562979903656263,0-20cm
2.6,1.2809338454620642,20-50cm
1.4,0.8754687373538999,50-100cm
1.0,0.6931471805599453,50-100cm
1.1,0.7419373447293773,>100cm
6.3,1.9878743481543455,0-20cm
2.9,1.3609765531356006,20-50cm
2.1,1.1314021114911006,50-100cm
1.8,1.0296194171811583,>100cm
23.4,3.1945831322991562,0-20cm
4.9,1.7749523509116738,0-20cm
4.0,1.6094379124341003,20-50cm
3.0,1.3862943611198906,50-100cm
2.4,1.2237754316221157,>100cm
21.0,3.091042453358316,0-20cm
8.3,2.2300144001592104,20-50cm
4.0,1.6094379124341003,50-100cm
4.2,1.6486586255873816,>100cm
8.4,2.2407096892759584,0-20cm
3.0,1.3862943611198906,0-20cm
2.9,1.3609765531356006,20-50cm
2.5,1.252762968495368,50-100cm
2.1,1.1314021114911006,50-100cm
14.0,2.70805020110221,0-20cm
8.0,2.1972245773362196,20-50cm
3.7,1.547562508716013,50-100cm
2.4,1.2237754316221157,>100cm
23.5,3.1986731175506815,0-20cm
8.2,2.2192034840549946,20-50cm
4.1,1.62924053973028,50-100cm
4.1,1.62924053973028,>100cm
22.8,3.169685580677429,0-20cm
7.6,2.151762203259462,0-20cm
3.2,1.4350845252893227,50-100cm
2.3,1.1939224684724346,>100cm
11.6,2.533696813957432,0-20cm
2.1,1.1314021114911006,20-50cm
1.9,1.0647107369924282,50-100cm
11.8,2.5494451709255714,0-20cm
5.2,1.824549292051046,20-50cm
4.7,1.7404661748405046,50-100cm
9.3,2.33214389523559,>100cm
5.7,1.9021075263969205,>100cm
15.4,2.797281334830153,0-20cm
11.4,2.517696472610991,20-50cm
6.4,2.0014800002101243,>100cm
8.0,2.1972245773362196,0-20cm
6.9,2.066862759472976,20-50cm
5.1,1.8082887711792655,20-50cm
14.7,2.7536607123542622,0-20cm
6.4,2.0014800002101243,0-20cm
2.6,1.2809338454620642,20-50cm
3.4,1.4816045409242156,50-100cm
9.9,2.388762789235098,0-20cm
9.5,2.3513752571634776,20-50cm
3.7,1.547562508716013,50-100cm
2.1,1.1314021114911006,>100cm
19.86,3.0378334495726262,0-20cm
6.71,2.0425181875752383,20-50cm
6.33,1.9919755158985601,20-50cm
6.41,2.0028304393079956,50-100cm
5.28,1.8373699804801074,>100cm
17.25,2.9041650800285006,0-20cm
7.46,2.135349173618132,20-50cm
6.79,2.052840859882657,50-100cm
7.63,2.1552445050953364,>100cm
105.81,4.671051555101604,0-20cm
43.12,3.786913194385302,0-20cm
53.51,3.9983841710761894,0-20cm
14.92,2.767576180416237,20-50cm
5.28,1.8373699804801074,50-100cm
4.44,1.6937790608678513,>100cm
21.96,3.133753571451366,0-20cm
3.67,1.541159071680806,20-50cm
2.45,1.2383742310432684,50-100cm
16.36,2.854168709232204,0-20cm
9.79,2.378619779270043,0-20cm
5.2,1.824549292051046,20-50cm
4.05,1.6193882432872684,50-100cm
9.79,2.378619779270043,0-20cm
5.99,1.944480556245719,20-50cm
5.35,1.8484548129046001,50-100cm
7.26,2.1114245875328868,50-100cm
81.83,4.416790314610172,0-20cm
21.23,3.101442727976105,0-20cm
20.05,3.0469005601283903,0-20cm
6.17,1.969905654611529,0-20cm
18.43,2.9668182633893485,0-20cm
16.15,2.8419981736119486,20-50cm
19.57,3.0238337036648657,50-100cm
21.26,3.102791345847399,0-20cm
7.6,2.151762203259462,20-50cm
4.1,1.62924053973028,50-100cm
6.72,2.0438143640366846,>100cm
35.59,3.5997749790311153,0-20cm
7.48,2.1377104498038118,0-20cm
15.53,2.8051769118329326,0-20cm
11.15,2.4973291697865574,20-50cm
4.78,1.7544036826842861,50-100cm
2.69,1.3056264580524357,50-100cm
2.06,1.1184149159642893,>100cm
11.77,2.547098670044448,0-20cm
4.58,1.7191887763932197,20-50cm
3.25,1.4469189829363254,50-100cm
3.19,1.4327007339340463,>100cm
1.99,1.095273387402595,>100cm
9.41,2.3427668826268775,0-20cm
3.67,1.541159071680806,20-50cm
1.52,0.9242589015233319,50-100cm
1.23,0.8020015854720274,>100cm
18.37,2.9637254774189046,0-20cm
11.29,2.5087859235779435,20-50cm
3.62,1.5303947050936475,20-50cm
2.2,1.1631508098056809,>100cm
17.35,2.9096295745005794,0-20cm
8.7,2.272125885509337,20-50cm
2.72,1.3137236682850553,50-100cm
18.04,2.9465420293632194,0-20cm
6.68,2.038619547159581,20-50cm
5.09,1.8066480817218056,50-100cm
2.68,1.3029127521808397,>100cm
29.1,3.40452517175483,0-20cm
1.12,0.7514160886839212,20-50cm
2.4,1.2237754316221157,50-100cm
3.05,1.3987168811184478,>100cm
9.89,2.387844936944869,0-20cm
4.25,1.6582280766035324,20-50cm
18.03,2.946016681308058,0-20cm
7.15,2.0980179272527715,20-50cm
2.24,1.1755733298042381,20-50cm
6.17,1.969905654611529,0-20cm
5.03,1.7967470107390942,50-100cm
4.5,1.7047480922384253,>100cm
3.14,1.420695787837223,>100cm
16.7,2.8735646395797834,0-20cm
4.57,1.7173950539391927,20-50cm
3.18,1.430311246536665,>100cm
28.13,3.3717685709713434,0-20cm
6.49,2.0135687975291283,20-50cm
3.11,1.4134230285081433,50-100cm
2.79,1.332366019094335,>100cm
15.99,2.8326249356838407,0-20cm
2.72,1.3137236682850553,20-50cm
19.61,3.0257763949023677,0-20cm
6.84,2.0592388343623163,20-50cm
3.52,1.5085119938441398,50-100cm
2.6,1.2809338454620642,>100cm
34.63,3.5731879796177446,0-20cm
10.21,2.4168062370840686,20-50cm
11.39,2.516889695641051,0-20cm
2.38,1.2178757094949273,20-50cm
20.3,3.0587070727153796,0-20cm
13.39,2.6665335208992764,20-50cm
1.99,1.095273387402595,50-100cm
25.08,3.261168737058452,0-20cm
5.8,1.916922612182061,20-50cm
2.69,1.3056264580524357,20-50cm
5.82,1.9198594718553708,0-20cm
2.82,1.3402504226184837,20-50cm
2.21,1.1662709371419244,50-100cm
1.28,0.8241754429663494,>100cm
10.45,2.4379897300002487,0-20cm
4.96,1.7850704810772584,20-50cm
3.25,1.4469189829363254,50-100cm
2.13,1.1410330045520618,>100cm
12.63,2.612273245708441,0-20cm
6.44,2.0068708488450007,20-50cm
2.53,1.2612978709452054,20-50cm
1.91,1.068153081183401,>100cm
9.46,2.347558458636777,0-20cm
4.44,1.6937790608678513,0-20cm
3.24,1.4445632692438664,50-100cm
1.33,0.8458682675776092,>100cm
10.22,2.4176979000945504,0-20cm
3.5,1.5040773967762742,20-50cm
14.89,2.7656899805486246,0-20cm
8.07,2.2049722641270453,0-20cm
5.94,1.937301774518713,20-50cm
2.92,1.366091653802371,>100cm
29.0,3.4011973816621555,0-20cm
7.91,2.187174241482718,20-50cm
6.6,2.028148247292285,50-100cm
19.3,3.0106208860477417,0-20cm
9.61,2.3617969526258915,0-20cm
9.45,2.34660197841082,50-100cm
4.42,1.6900958154515549,50-100cm
13.78,2.6932749155200555,0-20cm
8.02,2.199444334074532,20-50cm
3.82,1.5727739280625088,50-100cm
4.53,1.7101878155342434,>100cm
13.76,2.6919208191723265,0-20cm
16.96,2.8881470628740535,20-50cm
13.38,2.6658383522929006,50-100cm
13.81,2.6953026282797072,>100cm
3.7,1.547562508716013,0-20cm
10.1,2.4069451083182885,0-20cm
4.4,1.6863989535702288,20-50cm
31.5,3.481240089335692,0-20cm
11.0,2.4849066497880004,20-50cm
10.8,2.468099531471619,0-20cm
16.5,2.8622008809294686,0-20cm
47.5,3.8815637979434374,0-20cm
18.1,2.9496883350525844,0-20cm
17.9,2.9391619220655967,0-20cm
4.6,1.7227665977411035,0-20cm
4.6,1.7227665977411035,20-50cm
6.2,1.9740810260220096,50-100cm
17.3,2.9069010598473755,0-20cm
6.9,2.066862759472976,20-50cm
4.7,1.7404661748405046,20-50cm
3.2,1.4350845252893227,50-100cm
24.2,3.2268439945173775,0-20cm
17.4,2.91235066461494,0-20cm
10.6,2.451005098112319,20-50cm
11.1,2.4932054526026954,50-100cm
12.1,2.5726122302071057,50-100cm
30.4,3.4468078929142076,0-20cm
6.4,2.0014800002101243,20-50cm
6.0,1.9459101490553132,20-50cm
4.7,1.7404661748405046,20-50cm
4.9,1.7749523509116738,50-100cm
3.9,1.589235205116581,>100cm
11.7,2.5416019934645457,0-20cm
7.0,2.0794415416798357,0-20cm
4.3,1.667706820558076,20-50cm
1.8,1.0296194171811583,50-100cm
2.3,1.1939224684724346,50-100cm
1.2,0.7884573603642702,50-100cm
26.4,3.3105430133940246,0-20cm
14.5,2.740840023925201,0-20cm
8.2,2.2192034840549946,20-50cm
6.0,1.9459101490553132,50-100cm
9.7,2.3702437414678603,0-20cm
9.3,2.33214389523559,20-50cm
5.6,1.8870696490323797,20-50cm
4.1,1.62924053973028,50-100cm
10.5,2.4423470353692043,0-20cm
4.8,1.7578579175523736,20-50cm
4.4,1.6863989535702288,50-100cm
10.2,2.4159137783010487,0-20cm
4.4,1.6863989535702288,0-20cm
5.2,1.824549292051046,20-50cm
3.9,1.589235205116581,50-100cm
4.1,1.62924053973028,50-100cm
9.2,2.322387720290225,0-20cm
3.7,1.547562508716013,0-20cm
3.3,1.4586150226995167,50-100cm
3.1,1.410986973710262,>100cm
23.9,3.214867803470662,0-20cm
4.0,1.6094379124341003,20-50cm
11.1,2.4932054526026954,0-20cm
4.1,1.62924053973028,20-50cm
2.6,1.2809338454620642,50-100cm
3.6,1.5260563034950494,0-20cm
2.2,1.1631508098056809,20-50cm
2.8,1.33500106673234,50-100cm
3.4,1.4816045409242156,50-100cm
10.4,2.4336133554004498,0-20cm
6.1,1.9600947840472698,20-50cm
20.7,3.077312260546414,0-20cm
8.8,2.2823823856765264,20-50cm
3.5,1.5040773967762742,20-50cm
2.3,1.1939224684724346,50-100cm
20.0,3.044522437723423,0-20cm
7.4,2.128231705849268,0-20cm
4.9,1.7749523509116738,20-50cm
2.5,1.252762968495368,50-100cm
25.7,3.2846635654062037,0-20cm
11.6,2.533696813957432,20-50cm
3.0,1.3862943611198906,20-50cm
10.1,2.4069451083182885,0-20cm
7.2,2.1041341542702074,20-50cm
3.7,1.547562508716013,20-50cm
14.1,2.714694743820879,0-20cm
3.9,1.589235205116581,0-20cm
3.0,1.3862943611198906,50-100cm
5.0,1.791759469228055,0-20cm
2.3,1.1939224684724346,20-50cm
1.7,0.9932517730102833,50-100cm
21.4,3.109060958860994,0-20cm
9.9,2.388762789235098,0-20cm
4.0,1.6094379124341003,20-50cm
3.7,1.547562508716013,50-100cm
3.8,1.5686159179138452,>100cm
13.4,2.667228206581955,0-20cm
5.8,1.916922612182061,20-50cm
6.9,2.066862759472976,0-20cm
3.7,1.547562508716013,20-50cm
21.1,3.095577608523707,0-20cm
5.6,1.8870696490323797,20-50cm
3.7,1.547562508716013,>100cm
8.6,2.2617630984737906,0-20cm
5.1,1.8082887711792655,0-20cm
4.0,1.6094379124341003,20-50cm
2.7,1.308332819650179,>100cm
8.5,2.2512917986064953,0-20cm
10.7,2.4595888418037104,20-50cm
4.2,1.6486586255873816,50-100cm
20.9,3.086486636822455,0-20cm
15.2,2.785011242238338,20-50cm
10.4,2.4336133554004498,20-50cm
8.4,2.2407096892759584,0-20cm
3.2,1.4350845252893227,20-50cm
1.8,1.0296194171811583,20-50cm
0.9,0.6418538861723948,50-100cm
47.8,3.8877303128591016,0-20cm
20.7,3.077312260546414,0-20cm
17.4,2.91235066461494,0-20cm
11.0,2.4849066497880004,20-50cm
2.3,1.1939224684724346,50-100cm
33.1,3.529297384289471,0-20cm
14.5,2.740840023925201,0-20cm
9.7,2.3702437414678603,20-50cm
24.0,3.2188758248682006,0-20cm
20.6,3.0726933146901194,0-20cm
24.4,3.2347491740244907,50-100cm
24.0,3.2188758248682006,0-20cm
8.9,2.2925347571405443,20-50cm
13.7,2.6878474937846906,0-20cm
7.9,2.186051276738094,0-20cm
13.7,2.6878474937846906,0-20cm
8.3,2.2300144001592104,20-50cm
12.6,2.6100697927420065,0-20cm
7.5,2.1400661634962708,20-50cm
8.9,2.2925347571405443,50-100cm
23.5,3.1986731175506815,0-20cm
5.7,1.9021075263969205,0-20cm
24.1,3.2228678461377385,0-20cm
8.5,2.2512917986064953,20-50cm
2.8,1.33500106673234,50-100cm
11.8,2.5494451709255714,0-20cm
7.3,2.1162555148025524,20-50cm
7.7,2.1633230256605382,50-100cm
7.4,2.128231705849268,0-20cm
3.9,1.589235205116581,20-50cm
4.2,1.6486586255873816,50-100cm
5.2,1.824549292051046,0-20cm
5.6,1.8870696490323797,20-50cm
3.2,1.4350845252893227,50-100cm
6.0,1.9459101490553132,0-20cm
3.5,1.5040773967762742,20-50cm
4.0,1.6094379124341003,50-100cm
4.1,1.62924053973028,0-20cm
4.1,1.62924053973028,20-50cm
18.9,2.990719731730447,0-20cm
7.5,2.1400661634962708,20-50cm
2.7,1.308332819650179,50-100cm
16.8,2.8791984572980396,0-20cm
12.8,2.624668592163159,0-20cm
11.6,2.533696813957432,50-100cm
18.5,2.970414465569701,0-20cm
11.6,2.533696813957432,0-20cm
15.0,2.772588722239781,0-20cm
8.1,2.2082744135228043,20-50cm
4.4,1.6863989535702288,50-100cm
19.5,3.0204248861443626,0-20cm
4.6,1.7227665977411035,0-20cm
2.5,1.252762968495368,50-100cm
17.4,2.91235066461494,0-20cm
6.9,2.066862759472976,20-50cm
7.2,2.1041341542702074,50-100cm
12.8,2.624668592163159,0-20cm
10.2,2.4159137783010487,20-50cm
22.7,3.1654750481410856,0-20cm
7.8,2.174751721484161,0-20cm
6.8,2.0541237336955462,20-50cm
16.3,2.8507065015037334,0-20cm
9.8,2.379546134130174,0-20cm
18.1,2.9496883350525844,0-20cm
19.6,3.0252910757955354,0-20cm
28.6,3.3877743613300146,0-20cm
8.0,2.1972245773362196,20-50cm
