SOC_g_kg,log_SOC,depth_bin
1.50812065,0.9195337276742209,20-50cm
1.334106729,0.8476292607537498,20-50cm
4.408352668,1.6879445488925413,0-20cm
5.684454756,1.899784644923856,0-20cm
6.20649652,1.9749829136435195,20-50cm
10.38283063,2.43210613502655,50-100cm
11.19489559,2.501017469925615,50-100cm
23.20185615,3.1864293306345375,0-20cm
20.35962877,3.061502634259318,0-20cm
13.86310905,2.6988822401512125,20-50cm
15.13921114,2.7812517855630654,50-100cm
14.26914153,2.7258338982657584,0-20cm
12.52900232,2.6048357011046885,20-50cm
11.42691415,2.5198646164552616,20-50cm
9.222737819,2.324614437256044,50-100cm
10.61484919,2.4522843820657583,0-20cm
9.918793503,2.3904854791395738,0-20cm
8.990719258,2.301656587866543,20-50cm
8.584686775,2.2601666972990686,50-100cm
6.844547564,2.059818712628983,50-100cm
3.886310905,1.586437602616289,0-20cm
2.842227378,1.3460522447919403,0-20cm
0.812064965,0.5944670596271033,20-50cm
8.352668213,2.2356616729645467,0-20cm
3.828306265,1.5744957363932024,0-20cm
14.44315545,2.7371658922395445,20-50cm
28.13225058,3.3718458278565033,50-100cm
2.436194896,1.2343647242828897,0-20cm
0.522041763,0.42005269861625594,20-50cm
16.9,2.884800712846709,0-20cm
5.3,1.840549633397487,0-20cm
3.7,1.547562508716013,20-50cm
1.6,0.9555114450274363,50-100cm
5.9,1.9315214116032138,50-100cm
0.3,0.26236426446749106,>100cm
17.0,2.8903717578961645,0-20cm
16.0,2.833213344056216,0-20cm
7.1,2.0918640616783932,50-100cm
4.9,1.7749523509116738,50-100cm
11.8,2.5494451709255714,0-20cm
11.2,2.501435951739211,0-20cm
0.5,0.4054651081081644,50-100cm
25.0,3.258096538021482,0-20cm
2.8,1.33500106673234,50-100cm
0.2,0.18232155679395465,50-100cm
36.7,3.629660094453965,0-20cm
24.5,3.2386784521643803,20-50cm
25.5,3.2771447329921766,20-50cm
11.6,2.533696813957432,>100cm
23.9,3.214867803470662,0-20cm
7.6,2.151762203259462,50-100cm
0.1,0.09531017980432487,50-100cm
10.4,2.4336133554004498,0-20cm
9.8,2.379546134130174,20-50cm
7.9,2.186051276738094,20-50cm
3.6,1.5260563034950494,50-100cm
2.7,1.308332819650179,50-100cm
3.0,1.3862943611198906,>100cm
2.6,1.2809338454620642,>100cm
34.0,3.5553480614894135,0-20cm
22.6,3.1612467120315646,20-50cm
12.7,2.617395832834079,50-100cm
4.7,1.7404661748405046,>100cm
14.7,2.7536607123542622,0-20cm
9.2,2.322387720290225,20-50cm
7.4,2.128231705849268,>100cm
7.3,2.1162555148025524,>100cm
37.0,3.6375861597263857,0-20cm
29.1,3.40452517175483,20-50cm
9.2,2.322387720290225,20-50cm
6.8,2.0541237336955462,50-100cm
18.3,2.9601050959108397,0-20cm
16.4,2.856470206220483,0-20cm
2.7,1.308332819650179,50-100cm
2.5,1.252762968495368,50-100cm
11.1,2.4932054526026954,0-20cm
10.1,2.4069451083182885,0-20cm
7.4,2.128231705849268,20-50cm
7.9,2.186051276738094,50-100cm
1.3,0.832909122935104,50-100cm
7.7,2.1633230256605382,0-20cm
6.2,1.9740810260220096,0-20cm
3.3,1.4586150226995167,20-50cm
6.5,2.0149030205422647,50-100cm
5.4,1.8562979903656263,0-20cm
4.1,1.62924053973028,20-50cm
4.0,1.6094379124341003,20-50cm
5.3,1.840549633397487,50-100cm
3.8,1.5686159179138452,50-100cm
3.1,1.410986973710262,>100cm
3.2,1.4350845252893227,0-20cm
2.5,1.252762968495368,0-20cm
2.1,1.1314021114911006,20-50cm
3.8,1.5686159179138452,50-100cm
1.6,0.9555114450274363,50-100cm
16.7,2.8735646395797834,0-20cm
14.5,2.740840023925201,20-50cm
8.8,2.2823823856765264,20-50cm
7.2,2.1041341542702074,50-100cm
6.9,2.066862759472976,>100cm
5.1,1.8082887711792655,0-20cm
3.2,1.4350845252893227,0-20cm
2.8,1.33500106673234,20-50cm
2.6,1.2809338454620642,50-100cm
14.7,2.7536607123542622,0-20cm
9.0,2.302585092994046,20-50cm
4.2,1.6486586255873816,20-50cm
6.9,2.066862759472976,50-100cm
7.7,2.1633230256605382,>100cm
4.4,1.6863989535702288,>100cm
11.3,2.509599262378372,0-20cm
5.2,1.824549292051046,0-20cm
5.0,1.791759469228055,20-50cm
7.8,2.174751721484161,50-100cm
0.8,0.5877866649021191,>100cm
16.0,2.833213344056216,0-20cm
18.1,2.9496883350525844,0-20cm
3.3,1.4586150226995167,20-50cm
13.8,2.6946271807700692,0-20cm
9.1,2.312535423847214,0-20cm
0.8,0.5877866649021191,20-50cm
0.6,0.4700036292457355,50-100cm
16.0,2.833213344056216,0-20cm
10.6,2.451005098112319,20-50cm
4.5,1.7047480922384253,50-100cm
7.2,2.1041341542702074,0-20cm
6.4,2.0014800002101243,0-20cm
1.9,1.0647107369924282,20-50cm
2.6,1.2809338454620642,20-50cm
0.2,0.18232155679395465,50-100cm
7.1,2.0918640616783932,0-20cm
9.7,2.3702437414678603,0-20cm
7.3,2.1162555148025524,20-50cm
8.4,2.2407096892759584,50-100cm
5.3,1.840549633397487,50-100cm
13.4,2.667228206581955,0-20cm
9.4,2.341805806147327,0-20cm
8.6,2.2617630984737906,50-100cm
6.4,2.0014800002101243,50-100cm
6.7,2.0412203288596382,0-20cm
12.0,2.5649493574615367,0-20cm
6.6,2.028148247292285,20-50cm
4.0,1.6094379124341003,20-50cm
3.9,1.589235205116581,50-100cm
0.3,0.26236426446749106,>100cm
15.1,2.7788192719904172,0-20cm
9.7,2.3702437414678603,0-20cm
5.5,1.8718021769015913,20-50cm
0.6,0.4700036292457355,50-100cm
0.4,0.33647223662121295,>100cm
5.0,1.791759469228055,0-20cm
5.0,1.791759469228055,20-50cm
4.4,1.6863989535702288,20-50cm
9.3,2.33214389523559,0-20cm
8.5,2.2512917986064953,20-50cm
4.3,1.667706820558076,50-100cm
1.0,0.6931471805599453,>100cm
6.1,1.9600947840472698,0-20cm
4.2,1.6486586255873816,0-20cm
3.1,1.410986973710262,20-50cm
2.1,1.1314021114911006,50-100cm
7.7,2.1633230256605382,0-20cm
6.6,2.028148247292285,20-50cm
3.5,1.5040773967762742,50-100cm
2.2,1.1631508098056809,>100cm
3.5,1.5040773967762742,0-20cm
2.8,1.33500106673234,20-50cm
2.6,1.2809338454620642,50-100cm
5.4,1.8562979903656263,>100cm
5.6,1.8870696490323797,>100cm
5.5,1.8718021769015913,0-20cm
6.1,1.9600947840472698,0-20cm
5.0,1.791759469228055,20-50cm
1.8,1.0296194171811583,50-100cm
1.7,0.9932517730102833,>100cm
8.4,2.2407096892759584,0-20cm
4.4,1.6863989535702288,0-20cm
4.5,1.7047480922384253,50-100cm
1.6,0.9555114450274363,>100cm
8.0,2.1972245773362196,0-20cm
5.0,1.791759469228055,0-20cm
5.2,1.824549292051046,20-50cm
9.6,2.3608540011180215,0-20cm
5.9,1.9315214116032138,20-50cm
4.9,1.7749523509116738,20-50cm
4.4,1.6863989535702288,50-100cm
24.2,3.2268439945173775,0-20cm
17.4,2.91235066461494,0-20cm
10.1,2.4069451083182885,20-50cm
3.5,1.5040773967762742,>100cm
11.4,2.517696472610991,0-20cm
7.6,2.151762203259462,0-20cm
11.5,2.5257286443082556,50-100cm
1.9,1.0647107369924282,>100cm
11.1,2.4932054526026954,0-20cm
3.4,1.4816045409242156,20-50cm
3.3,1.4586150226995167,50-100cm
2.8,1.33500106673234,50-100cm
7.2,2.1041341542702074,0-20cm
5.3,1.840549633397487,20-50cm
4.6,1.7227665977411035,50-100cm
2.7,1.308332819650179,>100cm
7.8,2.174751721484161,0-20cm
6.8,2.0541237336955462,0-20cm
6.2,1.9740810260220096,20-50cm
8.1,2.2082744135228043,50-100cm
9.5,2.3513752571634776,>100cm
18.9,2.990719731730447,0-20cm
2.6,1.2809338454620642,20-50cm
3.3,1.4586150226995167,20-50cm
1.2,0.7884573603642702,50-100cm
7.3,2.1162555148025524,0-20cm
1.9,1.0647107369924282,0-20cm
2.1,1.1314021114911006,20-50cm
2.9,1.3609765531356006,50-100cm
2.9,1.3609765531356006,50-100cm
0.7,0.5306282510621704,50-100cm
4.0,1.6094379124341003,>100cm
16.0,2.833213344056216,0-20cm
12.3,2.5877640352277083,20-50cm
1.3,0.832909122935104,20-50cm
3.7,1.547562508716013,50-100cm
20.7,3.077312260546414,0-20cm
5.4,1.8562979903656263,20-50cm
2.4,1.2237754316221157,50-100cm
14.2,2.7212954278522306,0-20cm
8.8,2.2823823856765264,0-20cm
6.8,2.0541237336955462,0-20cm
2.9,1.3609765531356006,20-50cm
6.2,1.9740810260220096,0-20cm
4.5,1.7047480922384253,20-50cm
4.1,1.62924053973028,>100cm
23.4,3.1945831322991562,0-20cm
14.8,2.760009940032921,20-50cm
6.1,1.9600947840472698,20-50cm
74.1,4.318820558770089,0-20cm
23.4,3.1945831322991562,20-50cm
2.5,1.252762968495368,50-100cm
3.7,1.547562508716013,50-100cm
4.1,1.62924053973028,>100cm
17.4,2.91235066461494,0-20cm
7.4,2.128231705849268,0-20cm
15.1,2.7788192719904172,0-20cm
10.3,2.424802725718295,20-50cm
26.3,3.3068867021909143,0-20cm
33.6,3.543853682063679,0-20cm
16.3,2.8507065015037334,20-50cm
6.1,1.9600947840472698,50-100cm
9.4,2.341805806147327,0-20cm
10.2,2.4159137783010487,0-20cm
2.0,1.0986122886681098,20-50cm
1.4,0.8754687373538999,20-50cm
0.8,0.5877866649021191,0-20cm
2.2,1.1631508098056809,0-20cm
2.0,1.0986122886681098,20-50cm
1.7,0.9932517730102833,50-100cm
4.0,1.6094379124341003,0-20cm
2.0,1.0986122886681098,0-20cm
1.6,0.9555114450274363,0-20cm
1.5,0.9162907318741551,50-100cm
6.6,2.028148247292285,0-20cm
7.2,2.1041341542702074,0-20cm
8.7,2.272125885509337,20-50cm
11.9,2.5572273113676265,50-100cm
12.6,2.6100697927420065,>100cm
10.4,2.4336133554004498,0-20cm
5.2,1.824549292051046,0-20cm
5.6,1.8870696490323797,20-50cm
1.3,0.832909122935104,50-100cm
11.2,2.501435951739211,0-20cm
7.2,2.1041341542702074,0-20cm
6.2,1.9740810260220096,50-100cm
3.7,1.547562508716013,>100cm
20.1,3.0492730404820207,0-20cm
11.9,2.5572273113676265,20-50cm
7.4,2.128231705849268,>100cm
4.7,1.7404661748405046,>100cm
6.9,2.066862759472976,0-20cm
6.9,2.066862759472976,20-50cm
4.8,1.7578579175523736,50-100cm
3.1,1.410986973710262,50-100cm
1.8,1.0296194171811583,>100cm
18.1,2.9496883350525844,0-20cm
17.4,2.91235066461494,0-20cm
14.1,2.714694743820879,20-50cm
6.5,2.0149030205422647,50-100cm
3.8,1.5686159179138452,50-100cm
15.9,2.827313621929028,0-20cm
7.4,2.128231705849268,20-50cm
3.0,1.3862943611198906,20-50cm
2.6,1.2809338454620642,50-100cm
2.1,1.1314021114911006,>100cm
18.8,2.9856819377004897,0-20cm
15.0,2.772588722239781,20-50cm
5.5,1.8718021769015913,50-100cm
4.6,1.7227665977411035,>100cm
12.3,2.5877640352277083,0-20cm
11.3,2.509599262378372,20-50cm
3.7,1.547562508716013,50-100cm
2.9,1.3609765531356006,50-100cm
17.4,2.91235066461494,0-20cm
16.1,2.8390784635086144,0-20cm
5.8,1.916922612182061,20-50cm
2.9,1.3609765531356006,20-50cm
1.7,0.9932517730102833,50-100cm
14.6,2.747270914255491,0-20cm
10.0,2.3978952727983707,0-20cm
7.2,2.1041341542702074,20-50cm
2.8,1.33500106673234,50-100cm
9.4,2.341805806147327,0-20cm
6.3,1.9878743481543455,20-50cm
4.6,1.7227665977411035,50-100cm
12.0,2.5649493574615367,0-20cm
10.7,2.4595888418037104,20-50cm
7.3,2.1162555148025524,50-100cm
2.4,1.2237754316221157,50-100cm
14.9,2.766319109226186,0-20cm
11.7,2.5416019934645457,0-20cm
5.2,1.824549292051046,20-50cm
4.3,1.667706820558076,50-100cm
23.2,3.186352633162641,0-20cm
21.9,3.131136910560194,20-50cm
29.7,3.4242626545931514,0-20cm
17.9,2.9391619220655967,20-50cm
12.7,2.617395832834079,20-50cm
9.8,2.379546134130174,50-100cm
17.7,2.928523523860541,0-20cm
11.8,2.5494451709255714,20-50cm
9.1,2.312535423847214,50-100cm
3.2,1.4350845252893227,>100cm
2.6,1.2809338454620642,>100cm
27.6,3.353406717825807,0-20cm
15.4,2.797281334830153,0-20cm
13.6,2.681021528714291,20-50cm
2.7,1.308332819650179,50-100cm
37.6,3.653252276470785,0-20cm
36.7,3.629660094453965,0-20cm
33.9,3.5524868292083815,50-100cm
2.7,1.308332819650179,50-100cm
23.4,3.1945831322991562,0-20cm
21.6,3.1179499062782403,0-20cm
14.4,2.7343675094195836,20-50cm
6.9,2.066862759472976,50-100cm
3.7,1.547562508716013,50-100cm
13.5,2.6741486494265287,0-20cm
9.7,2.3702437414678603,0-20cm
4.8,1.7578579175523736,50-100cm
4.3,1.667706820558076,>100cm
23.7,3.2068032436339315,0-20cm
21.5,3.1135153092103742,20-50cm
7.8,2.174751721484161,20-50cm
4.2,1.6486586255873816,50-100cm
3.8,1.5686159179138452,>100cm
16.4,2.856470206220483,0-20cm
14.7,2.7536607123542622,0-20cm
10.3,2.424802725718295,20-50cm
3.5,1.5040773967762742,50-100cm
2.3,1.1939224684724346,>100cm
18.3,2.9601050959108397,0-20cm
17.5,2.917770732084279,0-20cm
17.5,2.917770732084279,20-50cm
9.4,2.341805806147327,50-100cm
3.7,1.547562508716013,>100cm
9.3,2.33214389523559,0-20cm
3.3,1.4586150226995167,20-50cm
3.1,1.410986973710262,50-100cm
2.9,1.3609765531356006,50-100cm
20.9,3.086486636822455,0-20cm
15.6,2.8094026953624973,20-50cm
7.0,2.0794415416798357,50-100cm
4.8,1.7578579175523736,>100cm
16.3,2.8507065015037334,0-20cm
10.9,2.4765384001174837,20-50cm
5.4,1.8562979903656263,50-100cm
3.9,1.589235205116581,50-100cm
18.0,2.9444389791664403,0-20cm
11.4,2.517696472610991,20-50cm
4.0,1.6094379124341003,50-100cm
3.3,1.4586150226995167,>100cm
12.4,2.5952547069568657,0-20cm
11.0,2.4849066497880004,0-20cm
3.6,1.5260563034950494,50-100cm
1.5,0.9162907318741551,50-100cm
14.9,2.766319109226186,0-20cm
14.2,2.7212954278522306,0-20cm
14.2,2.7212954278522306,20-50cm
126.4,4.847331743138063,0-20cm
122.4,4.8154311114712876,20-50cm
14.6,2.747270914255491,20-50cm
18.3,2.9601050959108397,0-20cm
17.4,2.91235066461494,0-20cm
8.8,2.2823823856765264,20-50cm
6.7,2.0412203288596382,50-100cm
3.5,1.5040773967762742,>100cm
22.8,3.169685580677429,0-20cm
14.1,2.714694743820879,0-20cm
13.2,2.653241964607215,20-50cm
8.7,2.272125885509337,50-100cm
5.2,1.824549292051046,>100cm
15.4,2.797281334830153,0-20cm
4.8,1.7578579175523736,0-20cm
3.3,1.4586150226995167,20-50cm
3.0,1.3862943611198906,50-100cm
2.7,1.308332819650179,50-100cm
2.8,1.33500106673234,>100cm
16.7,2.8735646395797834,0-20cm
3.1,1.410986973710262,20-50cm
3.3,1.4586150226995167,20-50cm
2.7,1.308332819650179,>100cm
18.0,2.9444389791664403,0-20cm
4.1,1.62924053973028,0-20cm
6.2,1.9740810260220096,20-50cm
4.9,1.7749523509116738,50-100cm
4.4,1.6863989535702288,>100cm
88.9,4.498697941477575,0-20cm
4.3,1.667706820558076,0-20cm
2.2,1.1631508098056809,20-50cm
3.5,1.5040773967762742,50-100cm
45.5,3.8394523125933104,0-20cm
17.9,2.9391619220655967,0-20cm
6.0,1.9459101490553132,20-50cm
3.4,1.4816045409242156,50-100cm
2.2,1.1631508098056809,50-100cm
16.1,2.8390784635086144,0-20cm
7.6,2.151762203259462,0-20cm
3.9,1.589235205116581,20-50cm
2.3,1.1939224684724346,50-100cm
1.9,1.0647107369924282,50-100cm
1.8,1.0296194171811583,>100cm
7.7,2.1633230256605382,0-20cm
5.8,1.916922612182061,0-20cm
2.5,1.252762968495368,20-50cm
2.0,1.0986122886681098,50-100cm
14.2,2.7212954278522306,0-20cm
12.6,2.6100697927420065,0-20cm
6.2,1.9740810260220096,20-50cm
3.9,1.589235205116581,50-100cm
6.3,1.9878743481543455,0-20cm
3.5,1.5040773967762742,0-20cm
2.7,1.308332819650179,20-50cm
2.8,1.33500106673234,50-100cm
22.5,3.1570004211501135,0-20cm
19.4,3.0155349008501706,20-50cm
21.2,3.100092288878234,50-100cm
49.5,3.9219733362813143,50-100cm
52.8,3.9852734671677386,50-100cm
55.5,4.034240638152395,>100cm
14.7,2.7536607123542622,0-20cm
23.7,3.2068032436339315,20-50cm
3.9,1.589235205116581,50-100cm
2.6,1.2809338454620642,50-100cm
20.8,3.0819099697950434,0-20cm
20.8,3.0819099697950434,0-20cm
24.7,3.246490991901174,20-50cm
22.7,3.1654750481410856,20-50cm
5.1,1.8082887711792655,50-100cm
20.9,3.086486636822455,0-20cm
70.8,4.273884476054178,20-50cm
9.0,2.302585092994046,50-100cm
22.2,3.1441522786722644,0-20cm
19.7,3.0301337002713233,0-20cm
6.1,1.9600947840472698,20-50cm
7.1,2.0918640616783932,20-50cm
17.4,2.91235066461494,0-20cm
5.4,1.8562979903656263,20-50cm
3.7,1.547562508716013,20-50cm
18.7,2.9806186357439426,0-20cm
10.0,2.3978952727983707,0-20cm
10.4,2.4336133554004498,20-50cm
2.8,1.33500106673234,50-100cm
4.5,1.7047480922384253,50-100cm
8.9,2.2925347571405443,0-20cm
6.3,1.9878743481543455,0-20cm
3.0,1.3862943611198906,0-20cm
2.8,1.33500106673234,50-100cm
2.3,1.1939224684724346,50-100cm
1.8,1.0296194171811583,>100cm
8.6,2.2617630984737906,0-20cm
17.4,2.91235066461494,0-20cm
7.9,2.186051276738094,20-50cm
3.4,1.4816045409242156,50-100cm
3.5,1.5040773967762742,50-100cm
37.3,3.6454498961866,0-20cm
4.5,1.7047480922384253,0-20cm
3.7,1.547562508716013,20-50cm
5.2,1.824549292051046,0-20cm
3.1,1.410986973710262,20-50cm
2.5,1.252762968495368,50-100cm
1.8,1.0296194171811583,>100cm
11.1,2.4932054526026954,0-20cm
8.1,2.2082744135228043,0-20cm
5.7,1.9021075263969205,20-50cm
3.0,1.3862943611198906,50-100cm
13.9,2.7013612129514133,0-20cm
15.6,2.8094026953624973,20-50cm
5.0,1.791759469228055,50-100cm
0.8,0.5877866649021191,>100cm
7.4,2.128231705849268,0-20cm
6.5,2.0149030205422647,20-50cm
6.4,2.0014800002101243,50-100cm
3.7,1.547562508716013,50-100cm
5.7,1.9021075263969205,0-20cm
5.4,1.8562979903656263,0-20cm
3.4,1.4816045409242156,20-50cm
2.2,1.1631508098056809,20-50cm
2.0,1.0986122886681098,50-100cm
1.5,0.9162907318741551,50-100cm
10.8,2.468099531471619,0-20cm
6.2,1.9740810260220096,20-50cm
3.1,1.410986973710262,50-100cm
11.8,2.5494451709255714,0-20cm
12.0,2.5649493574615367,0-20cm
9.2,2.322387720290225,20-50cm
8.9,2.2925347571405443,>100cm
11.0,2.4849066497880004,0-20cm
9.7,2.3702437414678603,0-20cm
6.1,1.9600947840472698,20-50cm
3.9,1.589235205116581,>100cm
14.2,2.7212954278522306,0-20cm
7.9,2.186051276738094,20-50cm
3.6,1.5260563034950494,20-50cm
2.5,1.252762968495368,50-100cm
22.6,3.1612467120315646,0-20cm
24.0,3.2188758248682006,0-20cm
22.1,3.139832617527748,20-50cm
20.5,3.068052935133617,50-100cm
38.6,3.6788291182604347,0-20cm
21.9,3.131136910560194,0-20cm
5.4,1.8562979903656263,20-50cm
17.5,2.917770732084279,0-20cm
12.9,2.631888840136646,0-20cm
2.8,1.33500106673234,20-50cm
20.6,3.0726933146901194,0-20cm
21.7,3.122364924487357,0-20cm
22.2,3.1441522786722644,20-50cm
9.2,2.322387720290225,50-100cm
3.7,1.547562508716013,50-100cm
44.9,3.8264651170664994,0-20cm
20.4,3.0633909220278057,0-20cm
10.4,2.4336133554004498,20-50cm
7.1,2.0918640616783932,20-50cm
20.7,3.077312260546414,0-20cm
5.2,1.824549292051046,20-50cm
15.2,2.785011242238338,20-50cm
4.2,1.6486586255873816,50-100cm
4.9,1.7749523509116738,0-20cm
4.6,1.7227665977411035,20-50cm
4.5,1.7047480922384253,>100cm
16.1,2.8390784635086144,0-20cm
28.3,3.3775875160230218,20-50cm
7.8,2.174751721484161,50-100cm
4.1,1.62924053973028,50-100cm
10.6,2.451005098112319,0-20cm
5.4,1.8562979903656263,0-20cm
2.2,1.1631508098056809,50-100cm
1.5,0.9162907318741551,50-100cm
68.0,4.23410650459726,0-20cm
15.9,2.827313621929028,0-20cm
7.9,2.186051276738094,20-50cm
5.7,1.9021075263969205,20-50cm
20.5,3.068052935133617,0-20cm
6.5,2.0149030205422647,0-20cm
6.0,1.9459101490553132,20-50cm
5.0,1.791759469228055,50-100cm
1.3,0.832909122935104,0-20cm
2.2,1.1631508098056809,0-20cm
1.2,0.7884573603642702,50-100cm
0.7,0.5306282510621704,50-100cm
4.8,1.7578579175523736,0-20cm
7.1,2.0918640616783932,20-50cm
4.1,1.62924053973028,50-100cm
18.2,2.954910279033736,0-20cm
8.5,2.2512917986064953,0-20cm
1.0,0.6931471805599453,20-50cm
2.8,1.33500106673234,50-100cm
5.8,1.916922612182061,50-100cm
2.8,1.33500106673234,50-100cm
33.1,3.529297384289471,0-20cm
7.7,2.1633230256605382,0-20cm
3.6,1.5260563034950494,20-50cm
0.7,0.5306282510621704,50-100cm
29.8,3.427514689979529,0-20cm
34.1,3.55820113047182,20-50cm
36.3,3.6189933266497696,50-100cm
33.4,3.5380565643793527,50-100cm
38.2,3.6686767467964168,0-20cm
36.3,3.6189933266497696,0-20cm
26.7,3.3214324131932926,20-50cm
97.5,4.590056548178043,>100cm
154.5243619,5.046802387515315,0-20cm
90.71925754,4.518732363103037,50-100cm
3.596287703,1.5252489565912695,>100cm
78.77030162,4.3791512750366115,0-20cm
143.0974478,4.97048979153704,20-50cm
116.12529,4.763244216542714,50-100cm
9.39675174,2.341493424669005,>100cm
85.15081206,4.45609938904675,0-20cm
126.5081206,4.8481800535506885,0-20cm
183.7006961,5.218736656012386,20-50cm
125.5220418,4.840416536467204,50-100cm
5.916473318,1.9339060035937803,50-100cm
62.70301624,4.154231912163545,0-20cm
42.05336427,3.7624403757878264,0-20cm
172.6218097,5.156879426247665,>100cm
11.89095128,2.5565256140728625,0-20cm
9.860788863,2.3851589511862823,0-20cm
5.684454756,1.899784644923856,20-50cm
2.320185615,1.200020689498126,50-100cm
1.50812065,0.9195337276742209,50-100cm
11.71693735,2.5429347545501044,0-20cm
8.642691415,2.266200262082887,0-20cm
14.26914153,2.7258338982657584,20-50cm
9.164733179,2.318924197744161,20-50cm
5.568445476,1.882277195063256,50-100cm
12.87703016,2.6302349667669254,0-20cm
8.178654292,2.216880602601443,20-50cm
3.538283063,1.5125487605692358,20-50cm
1.218097448,0.7966498230397037,50-100cm
1.102088167,0.7429312159138453,>100cm
13.68909513,2.68710539060307,0-20cm
11.36890951,2.5151860264957904,0-20cm
11.07888631,2.4914589953758495,20-50cm
11.36890951,2.5151860264957904,50-100cm
18.56148492,2.973562577880605,>100cm
22.33178654,3.1498166600410373,0-20cm
15.77726218,2.820024528013121,20-50cm
13.34106729,2.66312725987748,50-100cm
39.79118329,3.708465962224714,0-20cm
4.408352668,1.6879445488925413,0-20cm
3.770301624,1.5624095364440707,0-20cm
1.856148492,1.0494740361229478,20-50cm
2.494199536,1.2511043182667152,50-100cm
1.56612529,0.9423970919694907,50-100cm
1.682134571,0.9866129592159453,50-100cm
10.03480278,2.4010541673242503,0-20cm
8.874709977,2.2899769409381743,0-20cm
9.106728538,2.313201393921096,20-50cm
12.52900232,2.6048357011046885,50-100cm
6.090487239,1.9587540601856084,50-100cm
2.262180974,1.1823959821203476,50-100cm
16.53132251,2.863989138757197,0-20cm
8.584686775,2.2601666972990686,20-50cm
7.076566125,2.088966797671782,20-50cm
13.92111369,2.7027772360917592,0-20cm
2.088167053,1.1275777281734074,0-20cm
1.450116009,0.8961353740478757,20-50cm
1.102088167,0.7429312159138453,50-100cm
1.334106729,0.8476292607537498,50-100cm
1.218097448,0.7966498230397037,>100cm
10.03480278,2.4010541673242503,0-20cm
4.988399072,1.7898241096272645,20-50cm
2.146171694,1.1461863784806638,50-100cm
1.334106729,0.8476292607537498,50-100cm
1.334106729,0.8476292607537498,>100cm
30.45243619,3.4484764424675434,0-20cm
7.250580046,2.110283506481116,0-20cm
4.350348028,1.677161610754745,20-50cm
2.436194896,1.2343647242828897,50-100cm
1.914153132,1.069579256838409,>100cm
9.744779582,2.3744200163428864,0-20cm
7.598607889,2.1516003167844606,0-20cm
5.452436195,1.8644577641463982,20-50cm
2.378190255,1.2173401385876361,20-50cm
1.102088167,0.7429312159138453,50-100cm
0.696055684,0.5283053693779048,50-100cm
7.018561485,2.0817590398303256,0-20cm
3.07424594,1.404685684171041,0-20cm
1.50812065,0.9195337276742209,20-50cm
1.276102088,0.8224643693882208,50-100cm
1.334106729,0.8476292607537498,50-100cm
7.946635731,2.191277565642508,0-20cm
4.002320186,1.6099018420021345,0-20cm
2.610208817,1.2837656147162086,20-50cm
1.972157773,1.0892882119202307,50-100cm
1.50812065,0.9195337276742209,50-100cm
6.148491879,1.96690140844391,0-20cm
5.394431555,1.8554275421041846,0-20cm
1.62412993,0.9647493858620633,20-50cm
0.986078886,0.6861622858814522,50-100cm
1.160092807,0.7701511869767564,50-100cm
8.410672854,2.241844455185516,0-20cm
4.814385151,1.7603350453845883,20-50cm
6.496519722,2.01443887577708,20-50cm
8.990719258,2.301656587866543,50-100cm
12.81902552,2.6260463035524015,0-20cm
2.378190255,1.2173401385876361,0-20cm
2.146171694,1.1461863784806638,20-50cm
1.50812065,0.9195337276742209,50-100cm
2.262180974,1.1823959821203476,>100cm
10.55684455,2.4472778631803367,0-20cm
3.538283063,1.5125487605692358,20-50cm
2.030162413,1.1086162197349259,20-50cm
1.740139211,1.0080087260436568,50-100cm
1.218097448,0.7966498230397037,>100cm
7.714617169,2.165001750181541,0-20cm
4.060324826,1.6214306761006323,0-20cm
2.088167053,1.1275777281734074,20-50cm
1.392111369,0.8721763939510395,50-100cm
1.798143852,1.0289562873591707,50-100cm
1.914153132,1.069579256838409,>100cm
9.860788863,2.3851589511862823,0-20cm
4.64037123,1.7299498842658516,0-20cm
1.798143852,1.0289562873591707,20-50cm
1.392111369,0.8721763939510395,50-100cm
0.986078886,0.6861622858814522,>100cm
1.218097448,0.7966498230397037,>100cm
19.77958237,3.0339708877790335,0-20cm
4.350348028,1.677161610754745,20-50cm
1.50812065,0.9195337276742209,20-50cm
2.204176334,1.1644550632722352,50-100cm
1.218097448,0.7966498230397037,50-100cm
20.93967517,3.088296649359179,0-20cm
3.364269142,1.4734507393046723,0-20cm
1.856148492,1.0494740361229478,20-50cm
18.0974478,2.9495547030875815,0-20cm
2.784222738,1.3308405125650895,20-50cm
1.798143852,1.0289562873591707,20-50cm
0.870069606,0.6259756526336497,50-100cm
0.580046404,0.4574542162278497,>100cm
8.990719258,2.301656587866543,0-20cm
2.494199536,1.2511043182667152,20-50cm
1.450116009,0.8961353740478757,50-100cm
1.276102088,0.8224643693882208,50-100cm
1.102088167,0.7429312159138453,>100cm
9.686774942,2.3690069902773168,0-20cm
3.770301624,1.5624095364440707,0-20cm
3.654292343,1.5377898783348827,20-50cm
3.828306265,1.5744957363932024,50-100cm
5.046403712,1.7994636675319253,50-100cm
3.016241299,1.3903464649967827,>100cm
1.334106729,0.8476292607537498,0-20cm
1.682134571,0.9866129592159453,0-20cm
1.160092807,0.7701511869767564,20-50cm
0.522041763,0.42005269861625594,20-50cm
